frequency,Vgate,Ir,Ii,Vr,Vi,C_gg
3548130.0,0.2,-5.637900000000001e-18,-6.709365000000001e-13,0.001,0.0,3.009553214672953e-17
3981070.0,0.2,-5.637900000000001e-18,-7.528032e-13,0.001,0.0,3.009551463686815e-17
4466840.0,0.2,-5.637900000000001e-18,-8.446591e-13,0.001,0.0,3.009547487542682e-17
5011870.0,0.2,-5.637900000000001e-18,-9.47723e-13,0.001,0.0,3.009551327785444e-17
5623410.0,0.2,-5.637900000000001e-18,-1.0633999999999999e-12,0.001,0.0,3.0096572450509837e-17
6309570.0,0.2,-5.637900000000001e-18,-1.1931e-12,0.001,0.0,3.009519865901168e-17
7079460.0,0.2,-5.637900000000001e-18,-1.3387e-12,0.001,0.0,3.009561778965066e-17
7943280.0,0.2,-5.637900000000001e-18,-1.502e-12,0.001,0.0,3.009471207410878e-17
8912510.0,0.2,-5.637900000000001e-18,-1.6852999999999999e-12,0.001,0.0,3.009520613079494e-17
10000000.0,0.2,-5.637900000000001e-18,-1.891e-12,0.001,0.0,3.0096199738677405e-17
11220180.0,0.2,-5.637900000000001e-18,-2.1217e-12,0.001,0.0,3.0095688550279436e-17
12589250.0,0.2,-5.637900000000001e-18,-2.3805999999999998e-12,0.001,0.0,3.009585618877741e-17
14125380.0,0.2,-5.637900000000001e-18,-2.671e-12,0.001,0.0,3.0094967568904515e-17
15848930.0,0.2,-5.637900000000001e-18,-2.997e-12,0.001,0.0,3.0095871736856073e-17
17782790.0,0.2,-5.637900000000001e-18,-3.3626e-12,0.001,0.0,3.009507572438336e-17
19952620.0,0.2,-5.637900000000001e-18,-3.773e-12,0.001,0.0,3.0095877147247887e-17
22387210.0,0.2,-5.637900000000001e-18,-4.2333e-12,0.001,0.0,3.009533660473639e-17
25118860.0,0.2,-5.637900000000001e-18,-4.7499e-12,0.001,0.0,3.009571549792442e-17
28183830.0,0.2,-5.637900000000001e-18,-5.3293999999999995e-12,0.001,0.0,3.009528349106374e-17
31622780.0,0.2,-5.637900000000001e-18,-5.9797000000000005e-12,0.001,0.0,3.009535572794696e-17
35481340.0,0.2,-5.637900000000001e-18,-6.7094e-12,0.001,0.0,3.0095655214283413e-17
39810720.0,0.2,-5.637900000000001e-18,-7.528e-12,0.001,0.0,3.00953715882503e-17
44668360.0,0.2,-5.637900000000001e-18,-8.446599999999999e-12,0.001,0.0,3.009553389289428e-17
50118720.0,0.2,-5.637900000000001e-18,-9.4772e-12,0.001,0.0,3.009540600140048e-17
56234130.0,0.2,-5.637900000000001e-18,-1.0633599999999999e-11,0.001,0.0,3.0095424306590644e-17
63095730.0,0.2,-5.637900000000001e-18,-1.1931100000000001e-11,0.001,0.0,3.009543659331167e-17
70794580.0,0.2,-5.637900000000001e-18,-1.33869e-11,0.001,0.0,3.0095401479560915e-17
79432820.0,0.2,-5.637900000000001e-18,-1.5020400000000002e-11,0.001,0.0,3.009550595355301e-17
89125090.0,0.2,-5.637900000000001e-18,-1.68532e-11,0.001,0.0,3.009556665711452e-17
100000000.0,0.2,-6.0715000000000004e-18,-1.89096e-11,0.001,0.0,3.009556311890505e-17
112201850.0,0.2,-6.0715000000000004e-18,-2.12169e-11,0.001,0.0,3.00955332918881e-17
125892540.0,0.2,-6.0715000000000004e-18,-2.3805700000000002e-11,0.001,0.0,3.0095467362583464e-17
141253750.0,0.2,-6.0715000000000004e-18,-2.67105e-11,0.001,0.0,3.0095541587080487e-17
158489320.0,0.2,-6.0715000000000004e-18,-2.9969599999999996e-11,0.001,0.0,3.0095466259094723e-17
177827940.0,0.2,-6.2884e-18,-3.36265e-11,0.001,0.0,3.0095516451912e-17
199526230.0,0.2,-6.2884e-18,-3.7729500000000004e-11,0.001,0.0,3.0095473790015814e-17
223872110.0,0.2,-6.722100000000001e-18,-4.2333199999999997e-11,0.001,0.0,3.009547744423288e-17
251188640.0,0.2,-6.722100000000001e-18,-4.7498699999999997e-11,0.001,0.0,3.009552062322169e-17
281838290.0,0.2,-7.155700000000001e-18,-5.3294400000000004e-11,0.001,0.0,3.00955104401063e-17
316227770.0,0.2,-7.806300000000001e-18,-5.97973e-11,0.001,0.0,3.0095509570677465e-17
354813390.0,0.2,-8.4568e-18,-6.70937e-11,0.001,0.0,3.0095521494622005e-17
398107170.0,0.2,-8.8905e-18,-7.528029999999999e-11,0.001,0.0,3.0095493789877753e-17
446683590.0,0.2,-9.974700000000001e-18,-8.44659e-11,0.001,0.0,3.0095498936295655e-17
501187230.0,0.2,-1.10589e-17,-9.47723e-11,0.001,0.0,3.0095499466712336e-17
562341330.0,0.2,-1.3010400000000001e-17,-1.0633629999999999e-10,0.001,0.0,3.009550760763522e-17
630957340.0,0.2,-1.45283e-17,-1.193113e-10,0.001,0.0,3.009551035846584e-17
707945780.0,0.2,-1.66967e-17,-1.3386940000000001e-10,0.001,0.0,3.0095492254712184e-17
794328230.0,0.2,-1.9732500000000002e-17,-1.5020400000000002e-10,0.001,0.0,3.0095504816913094e-17
891250940.0,0.2,-2.29851e-17,-1.685316e-10,0.001,0.0,3.009549387649013e-17
1000000000.0,0.2,-2.7321900000000003e-17,-1.890956e-10,0.001,0.0,3.00954994569278e-17
1122020000.0,0.2,-3.33934e-17,-2.121688e-10,0.001,0.0,3.009546468857572e-17
1258930000.0,0.2,-4.0766e-17,-2.3805729999999997e-10,0.001,0.0,3.0095395323099975e-17
